,id,guests,bedrooms,beds,baths,cleaning_fee,service_fee,amenities,superhost,lat_lon,narrative,rules,price
1699,36006244,8 guests,3 bedrooms,6 beds,1.5 baths,$103,$158,Show all 25 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.85807716068583&2d139.65060169278024&2m2&1d35.933516617216625&2d139.8039141366977&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._hgp88a&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=129984,"You can use new entire house there is 3 rooms ♪ The room up to 8 people.
You can go to Saitama Stadium and AEON MALL on foot. It takes around 10 minutes.
it is 5 minutes on foot from Urawamisono station and 5 minutes by car from Urawa interchange.
So you can hung out easily from the house;)
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 4PM - 11PM and check out by 10AM
Read all rules",$187
1700,26429152,6 guests,2 bedrooms,4 beds,1 bath,$73,$153,Show all 19 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.659902630832&2d139.59252710088094&2m2&1d35.73553080224582&2d139.74622306214133&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._q9xeu2&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=85331,"⬇︎ coupon!
https://abnb.me/e/okx2wtRWwQ
Subway in 6 minutes station from Shinjuku, there is the apartment in a 1-minute walk from Shin-Nakano Station. There is also a bus stop close to the main street.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 4PM - 12AM (midnight) and check out by 11AM
Self check-in with lockbox
Read all rules",$185
1701,8230163,4 guests,1 bedroom,4 beds,1 bath,0,$148,Show all 27 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.16723599499986&2d140.31547975278647&2m2&1d35.2433289883582&2d140.4701203521921&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._ns43kb&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=44147,"The Villa is located by the cliff in Chiba. Enjoy an amazing view of the Pacific Ocean from the house!
Within the 1,000 square meter of the site, you could enjoy the private place without being disturbed.
Read more about the space
Contact host","House rules
No pets
Check-in is anytime after 3PM and check out by 11AM
Self check-in with lockbox
Read all rules",$192
1702,32907946,3 guests,1 bedroom,2 beds,1 bath,$78,$157,Show all 12 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.61271975619288&2d139.6290061042041&2m2&1d35.688392818941665&2d139.78523436278215&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._4259tv&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=40436,"This is vintage modern studio in Shibuya, 8 mins walk away from Shibuya sta and Ebisu sta and Daikanyama sta. It takes 2 mins to Harajuku by train! Please enjoy the lively but comfortable atmosphere in this place!

- A studio with a modular bathroom.
- You can reach the major tourist spots with few minutes train ride such as Harajuku, Omotesando,Shinjuku!
- Local bars, restaurants, cafes, convenience stores are only a few minutes walk away
We also have folding beds so that you can spend time.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 5PM and check out by 10AM
Read all rules",$190
1703,26541771,4 guests,1 bedroom,2 beds,1 bath,$65,$160,Show all 29 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.63613683867454&2d139.66007746883133&2m2&1d35.7117870641076&2d139.81625857940276&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._oq59rx&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=64276,"-- Welcome --- :)
We are doing rental vacation with government approval.
We hope that you will be able to travel in Tokyo with peace of mind.
Currently, we operate 16 rooms in this apartment.
Akasaka is located in the center of Tokyo. It is a popular place for foreigners as a business and tourism center, and there are many shopping facilities, restaurants and power spots.
It takes 3 min walk to the Akasaka station,5min walk to Akasakamitsuke station.
Traffic to each sightseeing spot is good.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Self check-in with lockbox
Read all rules",$196
1704,30911373,8 guests,2 bedrooms,3 beds,1 bath,$84,$144,Show all 21 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.67369593007825&2d139.73600128180465&2m2&1d35.749311969314654&2d139.8921118144217&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._q14sbz&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=84704,"Tokyo Skytree, the highest sightseeing tower, is only 3 mins out!
15 min walk to Asakusa! and the train station is just by the corner.
50㎡ living room gives you a very cozy and relaxing space.
3 double beds and a sofa bed could hold 8 people to stay.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Self check-in with lockbox
Read all rules",$172
1705,26346947,8 guests,1 bedroom,8 beds,3 baths,$79,$138,Show all 17 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.65484598068987&2d139.70629468634615&2m2&1d35.7304789508145&2d139.86000039982525&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._rau4vk&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=75780,"Newly remodeled room as of July 2018.
Only 1 min walk from Bakuro-Yokoyama [馬喰横山] station.
Great access to many of Tokyo's most desirable destinations.
This accommodation has 4 bunk beds [8 single size beds]. Maximum 8 people are able to stay here comfortably.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 11AM
Self check-in with keypad
Read all rules",$165
1706,22552587,8 guests,3 bedrooms,5 beds,1 bath,$42,$153,Show all 21 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.86649705517803&2d139.53624651487007&2m2&1d35.94192862971741&2d139.69197621714488&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._u8n9r7&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=104507,"It is a three bedroom house built in 2016. The sun is very good, and in the spring we can see the cherry blossoms from the balcony. Independent living room is stylish, so you can relax with the whole family with calm interior.
It is a wonderful location with a 10-minute walk from Omiya station, which takes 30 minutes by train to Tokyo. The place is a residential area with good public safety, and if you walk a little you can go to a variety of historical restaurants.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM
Self check-in with lockbox
Read all rules",$191
1707,35524263,12 guests,3 bedrooms,8 beds,1.5 baths,$130,$155,Show all 26 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.713542215212684&2d139.74821945937754&2m2&1d35.789118692014625&2d139.90424831471057&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._737n7h&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=59187,"Translate this description to English
Location of Katsushika is in Tokyo. Super easy access makes it very close to everything that Tokyo offers, Asakusa,Akihabara,Ginza,Tsukiji,Ueno. 6 mins walk from the nearest Station of Keisei Hokiriki-Syobuen. You can feel a good old days of Japan at Katsushika, there are a lot of old-established shops. You'll surely come to like Katsushika and Tokyo!!
Location of Katsushika is in Tokyo. Super easy access makes it very close to everything that Tokyo offers, Asakusa,Akihabara,Ginza,Tsukiji,Ueno. 6 mins walk from the nearest Station of Keisei Hokiriki-Syobuen.
You can feel a good old days of Japan at Katsushika, there are a lot of old-established shops. You'll surely come to like Katsushika and Tokyo!!
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 2AM (next day) and check out by 10AM
Read all rules",$178
1708,37947672,2 guests,studio,1 bed,1 bath,$60,$133,Show all 23 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.67522201066973&2d139.62997976212148&2m2&1d35.750836114480116&2d139.78608629902033&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._pldfhs&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=87077,"Newly opened,located in convenient yet quiet residential area!
It's 6min from Takadanobaba-高田馬場- Station(JR Yamanote Line,Seibu Shinjuku Line,Tosai Line-JR山手線,西武新宿線,東西線)

Shinjuku station-新宿-is just 1stop from Takadanobaba Station Station(1min by train)
Easy access to;Shinjuku(新宿),Omoide Yokocho(回忆胡同),Shibuya(渋谷),Narita Airport(成田),Haneda Airport(羽田),etc.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 11PM and check out by 10AM
Read all rules",$162
1709,34532038,6 guests,1 bedroom,3 beds,1 bath,$42,$143,Show all 27 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.667012793063755&2d139.70657428758363&2m2&1d35.742635349426855&2d139.862698274914&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._cxriq0&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=108884,"Translate this description to English
Shinokachimachi train station walk to house 4mins. Tokyo Ueno Mio Hotel provides accommodation with free WiFi and seating area. All units here feature a flat-screen TV, a living room, a well-equipped kitchen with a dining area, and a private bathroom with bath and free toiletries. Tokyo Skytree is 3 km from the aparthotel, while Japan Imperial Palace is 5 km from the property. The nearest airport is Tokyo Haneda International Airport, 29 km from the property.
Shinokachimachi train station walk to house 4mins.
Tokyo Ueno Mio Hotel provides accommodation with free WiFi and seating area.
All units here feature a flat-screen TV, a living room, a well-equipped kitchen with a dining area, and a private bathroom with bath and free toiletries.
Tokyo Skytree is 3 km from the aparthotel, while Japan Imperial Palace is 5 km from the property. The nearest airport is Tokyo Haneda International Airport, 29 km from the property.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 2AM (next day) and check out by 11AM
Read all rules",$178
1710,29474145,2 guests,1 bedroom,2 beds,1 bath,$47,$151,Show all 23 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.6552796127749&2d139.6323598959026&2m2&1d35.73091350274315&2d139.78850728164343&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._efr81j&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=80827,"--2 single size bed available. Good for friends^^
--Nearest station is Shinjuku-Gyoenmae station(7min walk)
--And you can walk to JR Shinjuku station(About 15min)
--Easy to get to Shinjuku shopping area and restaurant area^^
--I am not offer to airbnb agent.I will do your host myself^^
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM
Read all rules",$187
1711,36017808,2 guests,1 bedroom,1 bed,1 bath,0,$145,Show all 12 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.665284630914954&2d139.62641799829328&2m2&1d35.740908695453825&2d139.78254509927683&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._cgi86a&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=48985,"Translate this description to English
*We have to sign a fixed-term tenancy agreement *4 minutes to the JR Shin-Okubo sta *One stop to Shinjuku station *Watching movies with a projector(2 headphones and a small speaker) *Free portable Wifi *Convenience stores, restaurants around the apartment *Good security apartment *2nd floor *We can keep your luggages at 12:00 License no. [M (Phone number hidden by Airbnb) ] [For a first-time Airbnb traveler] Get $35 off by signing up from the link below! www.airbnb.jp/c/ccd2d3
*We have to sign a fixed-term tenancy agreement
*4 minutes to the JR Shin-Okubo sta
*One stop to Shinjuku station
*Watching movies with a projector(2 headphones and a small speaker)
*Free portable Wifi
*Convenience stores, restaurants around the apartment
*Good security apartment
*2nd floor
*We can keep your luggages at 12:00
License no. [M (Phone number hidden by Airbnb) ]

[For a first-time Airbnb traveler]
Get $35 off by signing up from the link below!
www.airbnb.jp/c/ccd2d3
Read more about the space
Contact host","House rules
Check-in is anytime after 3PM and check out by 10AM
Read all rules",$187
1712,38088237,10 guests,5 bedrooms,7 beds,1 bath,$94,$157,Show all 26 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.6885267117678&2d139.71543633437045&2m2&1d35.76412766352841&2d139.8690769782711&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._z16f6k&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=126798,"Translate this description to English
Only 3 minutes to walk to Minowa station of Tokyo Metro Hibiya Line. There are many convenience stores around, the nearest one is only 50 meters. Equipped with TOTO high-grade warm toilet,washstand and kitchen.(kitchen is on 4th floor for shared) There is a quaint hot spring with a small Japanese garden and a very beautiful coin laundry nearby the home This room is on the 1st floor.
Only 3 minutes to walk to Minowa station of Tokyo Metro Hibiya Line.
There are many convenience stores around, the nearest one is only 50 meters.
Equipped with TOTO high-grade warm toilet,washstand and kitchen.(kitchen is on 4th floor for shared)
There is a quaint hot spring with a small Japanese garden and a very beautiful coin laundry nearby the home
This room is on the 1st floor.
License or registration number
M130013761
Learn about this number
Contact host","House rules
No smoking
No pets
Check-in is anytime after 3PM
Self check-in with lockbox",$187
1713,37068876,5 guests,1 bedroom,3 beds,1 bath,$65,$135,Show all 13 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.6651504301127&2d139.64784790504802&2m2&1d35.74077421009448&2d139.80153494178512&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._trdkos&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=100395,"""4 minutes on foot from Ushigome
Within 30 minutes to Shinjuku, Shibuya and Harajuku
Up to 5 people can stay
★ Mansion type with auto lock
There is a convenience store and restaurant nearby
Quiet and comfortable room
･ Double size sofa 1
･ Double sofa bed 1
･ Single size sofa bed 1
·Wifi
･ Amenity (shampoo, body soap)
·bath towel
·Hairdryer
･ There are cooking utensils (frying pan, pan)
･ Tableware set
·microwave
·rice cooker
･ Electric kettle
･ Full washing machine
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 11AM",$164
1714,37643047,3 guests,studio,2 beds,1 bath,$56,$152,Show all 15 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.68834749993388&2d139.6537665425526&2m2&1d35.763948072060295&2d139.80984514307158&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._nb0tsx&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=71173,"It's a 2 minutes on foot to Shin Otsuka station, it is 10 min to Otsuka Station JR Yamanote line, next to Ikebukuro. Also it is 5 stops to Shinjuku station.
It is in a quiet residential area.
There are 1 double bed and 1 single sofa bed in a private apartment.
Max 3 people can stay.
Many restaurants, cafes, convenience stores, supermarkets, drugstores are around.
- Ikebukuro 8 minutes
- Shinjuku 17 minutes
- Ueno 19 minutes
- Harajuku 21 minutes
- Akihabara 22 minutes
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 10AM",$187
1715,29997685,5 guests,2 bedrooms,3 beds,1 bath,$56,$152,Show all 25 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.26832851814404&2d139.4748885064821&2m2&1d35.34432727972213&2d139.6293376025924&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._grpmu6&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=57159,"Translate this description to English
The lumber coast is in front of you. (You can also see Kamakura fireworks in front of you.) It is the second floor floor rental. You can see a beautiful sunset from your room. SUP board, skateboard, kick board etc. Hot water shower is available. This room has a scent of art. Facing Zaimokuza coast. (Facing kamakura fireworks) Whole 2nd story. Can see beautiful sunset from the room. SUP board, skate board, kick board available. Warm shower after marine sports. Can enjoy ""art"" during the stay.
材木座海岸が目の前｡(鎌倉花火も目の前で見れます｡)
2階ﾌﾛｱ貸です｡
お部屋から美しい夕日が見られます｡
SUPﾎﾞｰﾄﾞ､ｽｹｰﾄﾎﾞｰﾄﾞ､ｷｯｸﾎﾞｰﾄﾞ等有り｡温水ｼｬﾜｰ有り｡
ｱｰﾄの香り漂うお部屋です｡
Facing Zaimokuza coast. (facing kamakura fireworks )
Whole 2nd story.
Can see beautiful sunset from the room.
SUP board, skate board, kick board available.
Warm shower after marine sports.
Can enjoy ""art"" during the stay.
Read more about the space
Contact host","House rules
No smoking
Check-in time is 3PM - 8PM and check out by 11AM
Read all rules",$187
1716,32456744,4 guests,2 bedrooms,0 beds,1 bath,$60,$142,Show all 22 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.67166396764319&2d139.61319466985947&2m2&1d35.74728087020042&2d139.76686772989524&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._5qlspn&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=67857,"【A STYLISH ROOM IN NAKANO/OKUBO】
A new stylish studio with a loft for 5 people is just opened in NAKANO area. Stay like a resident by having a SENTO bath which is opposite to the flat. Restaurants, bars, convenience stores are a minute away in cosy neighborhood!
-3 mins walk to Ochiai station on Tozoi line
-7 mins from JR Higashi Nakano station (direct to Shinjuku)
-5 guests Max + 2 more listings are available to accept up to 9 guests(subject to availability)
-Easy access to GHIBRI, SHINJUKU
Read more about the space
Contact host","House rules
Not safe or suitable for infants (under 2 years) and pets - stairs are quite steep. Please do supervise your children not to fall off ロフトへの階段が急な為
No smoking, parties, or events
Check-in time is 3PM - 11PM and check out by 10AM
Read all rules",$174
1717,13551268,7 guests,2 bedrooms,5 beds,1 bath,$56,$152,Show all 15 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.63965092576538&2d139.82065859257136&2m2&1d35.71529825056502&2d139.9768337147384&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._6n51nh&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=64091,"Finally I got license on 26th July.
Old traditional Japanese house!Not Apartment!
It recommends the tourists who goes to both of the Disney and Tokyo area.Metro is so easy to go to central area of Tokyo.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 11AM
Read all rules",$187
1718,33784934,14 guests,4 bedrooms,10 beds,1.5 baths,$75,$151,Show all 24 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.71232927456363&2d139.76764149728183&2m2&1d35.78790834389128&2d139.92367570492593&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._c7ongy&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=87276,"We can rent out fully private living space as 2nd /3rd floor of the building where can be stayed max 14 persons. A private kitchen & bathroom. 2nd/3rd floor are connected but fully separated & different entrance with 1st floor. Convenient to following locations. UNENO :12 minutes Tokyo Sky Tree: 15 minutes Shibamata :15 minutes Asakusa :15 minutes Akihabara: 25 minutes Disney resort: 30 minutes by car Access from Air port: From Haneda : about 1 hour From Narita : about 1 hour 25 minutes
We can rent out fully private living space as 2nd /3rd floor of the building where can be stayed max 14 persons. A private kitchen & bathroom.
2nd/3rd floor are connected but fully separated & different entrance with 1st floor.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 11PM and check out by 11AM
Self check-in with lockbox
Read all rules",$182
1719,29733503,4 guests,1 bedroom,2 beds,1 bath,$51,$151,Show all 16 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.665347257572336&2d139.6217841956152&2m2&1d35.740971454903715&2d139.77547208051453&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._xaocwr&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=116849,"License or registration number
Hotels and Inns Business Act | 東京都新宿区保健所 | 78新保衛環197号
Learn about this number
Contact host","House rules
Check-in time is 3PM - 2AM (next day) and check out by 11AM
Read all rules",$187
1720,38497885,4 guests,2 bedrooms,2 beds,2 baths,$60,$138,Show all 28 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.66856185758245&2d139.70308696373593&2m2&1d35.744182526272446&2d139.8592070539346&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._ht4nua&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=84351,"Translate this description to English
ﾌﾞ ﾙ ｯ ｸ Adult comforting Brooklyn Thai rooms with new interiors have soft futons and towels, facilities and amenities so you can spend a comfortable and relaxed time. There is space to put suitcases before check-in and after check-in so you don't have to look for coin lockers. There are 6 types of 6 rooms in each building. A 4-minute walk to Shin-Okachimachi Station where the Toei Subway Oedo Line and Tsukuba Express Line 2 are available. It is a room located 1 minute to the shopping district! Asakusa, Akihabara, Shinjuku, Tsukiji and Roppongi can be accessed directly, and Haneda Airport and Narita Airport are also convenient. A great location to guarantee a wonderful and memorable stay in Tokyo. 2 double beds for up to 4 people. There are also convenience stores and restaurants around the apartment, so it is convenient for living during your stay. Fully equipped with private bathroom. * After booking, you must register an ID card (passport or driver's license).
➳新築物件にｲﾝﾃﾘｱにこだわった大人落ち着くﾌﾞﾙｯｸﾘﾝｽﾀｲのお部屋にはお布団やﾀｵﾙはふかふかのもの､設備とｱﾒﾆﾃｨを揃っていますので､快適でﾘﾗｯｸｽした気分でお過ごし頂けます｡
ｽｰﾂｹｰｽをﾁｪｯｸｲﾝ前､ﾁｪｯｸｲﾝｱｳﾄ後に置けるｽﾍﾟｰｽがあるので､ｺｲﾝﾛｯｶｰを探す必要がありません｡
建物1棟丸ごとに6ﾀｲﾌﾟの6部屋を運営してます｡
都営地下鉄大江戸線､つくばｴｸｽﾌﾟﾚｽ2路線が乗り入れる新御徒町駅まで徒歩4分､
商店街まで1分にあるお部屋です!
浅草､秋葉原､新宿､築地､六本木に直通でへｱｸｾｽできますし､羽田空港､成田空港までも便利にいけます｡
東京でのすばらしい､思い出になる滞在を保証できる好ﾛｹｰｼｮﾝです｡

ﾀﾞﾌﾞﾙﾍﾞｯﾄﾞ2台を備えており､最大4名までご滞在頂けます｡
ｱﾊﾟｰﾄ周辺にはｺﾝﾋﾞﾆや飲食店もありますので､滞在中の生活にも便利です｡
ﾌﾟﾗｲﾍﾞｰﾄﾊﾞｽﾙｰﾑ完備｡
※予約後､身分証明書(ﾊﾟｽﾎﾟｰﾄor運転免許証)を登録しなければなりません｡予めご了承ください｡
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Read all rules",$168
1721,33623368,4 guests,1 bedroom,1 bed,1 bath,$47,$122,Show all 20 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.691885109452855&2d139.69973560946414&2m2&1d35.76748284369671&2d139.85580835112887&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._5n42gb&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=40902,"(ﾟωﾟ)ﾉ♫˚Hi~
★NEW OPEN, 8 minutes from Nippori Station, one stop to Narita airport★
★Legal license, fully equipped, can accommodate up to 4 people★
★NEW OPEN, Special Offers and Discounts★
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 10PM and check out by 11AM
Self check-in with keypad
Read all rules",$150
1722,31446853,3 guests,1 bedroom,2 beds,1 bath,$51,$159,Show all 13 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.62597993951697&2d139.58491777083327&2m2&1d35.701639690022205&2d139.7386779089569&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._fqy83y&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=83376,"Located in Shimokitazawa area, a very fashionable area for young people, this apartment is perfectly located only 7 minutes away from both Shinjuku/Shibuya by train!
The closest stations are Shindaita (5min) and Shimokitazawa (10min) thanks to which you will be able to access both Keio and Odakyu lines!
Perfect for travelers, 3 people is maximum capacity as the house consists of a double bed and a single bed inside!
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 4PM - 2AM (next day) and check out by 11AM
Read all rules",$197
1723,29766369,4 guests,1 bedroom,2 beds,1 bath,$65,$160,Show all 30 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.63617255979187&2d139.66021746195224&2m2&1d35.71182286105556&2d139.81639872907726&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._scpnw3&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=76057,"-- Welcome --- :)
We are doing rental vacation with government approval.
We hope that you will be able to travel in Tokyo with peace of mind.
Currently, we operate 14 rooms in this apartment.
Akasaka is located in the center of Tokyo. It is a popular place for foreigners as a business and tourism center, and there are many shopping facilities, restaurants and power spots.
It takes 3 min walk to the Akasaka station,5min walk to Akasakamitsuke station.
Traffic to each sightseeing spot is good.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Self check-in with lockbox
Read all rules",$196
1724,38909130,6 guests,1 bedroom,2 beds,1 bath,$31,$138,Show all 15 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.66321193021008&2d139.6180959839786&2m2&1d35.73883677252738&2d139.77422469069825&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._6s2thl&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=16083,"Translate this description to English
- This 206 room is located in a quiet villa in the heart of Shinjuku. It has a Western-style double bed, two floor mattresses and a sofa bed for a total of 5-6 people. --With kitchen and ensuite, WiFi, air conditioning, washing machine, refrigerator, induction cooker, water heater, etc., can fully meet the basic needs of your travel life. -- Convenient transportation, there are 711 around the house, the whole family convenience store, and Japanese and Korean cuisine. You can walk to Okubo Station in 3 minutes, Shinjuku shopping center area in 2 minutes by tram, and Ikebukuro, Shibuya in 15 minutes. Such as large business districts. - Also provide free bicycles, and ride with friends to explore the streets of Tokyo. ----The building contains 12 rooms, offering a variety of room types, the size of the room is moderate, warm and comfortable.
--这间206房位于新宿中心的安静小别墅里,有一张西式双人床,两个地板床垫,一张沙发床,共可住5-6人
--配有厨房和和独立卫浴的哦,WiFi､空调､洗衣机､冰箱､电磁炉､热水器等,完全能满足您的旅行生活基本所需｡
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 11AM",$173
