,id,guests,bedrooms,beds,baths,cleaning_fee,service_fee,amenities,superhost,lat_lon,narrative,rules,price
765,26599235,10 guests,4 bedrooms,7 beds,3.5 baths,0,$446,Show all 16 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.926091373906174&2d-74.38517685202794&2m2&1d5.018867092369777&2d-74.22955306621799&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._5x7za9&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=17173,"Translate this description to English
Macondo 2 is a quiet, comfortable place, surrounded by nature. It has all the amenities to make your stay an unforgettable experience. The house with cabins has the capacity to comfortably accommodate up to 10 people. It has large common areas (Patio, BBQ, Kiosk, Pool, Jacuzzi, Children's Playhouse) and has access to the river and different natural areas, suitable for walks and ecological tours.
Macondo 2 es un lugar tranquilo, confortable, y rodeado de naturaleza. Cuenta con todas las comodidades para que su estadía sea una experiencia inolvidable. La casa con cabañas tiene capacidad para hospedar cómodamente hasta 10 personas. Cuenta con amplias zonas comunes (Patio, BBQ, Kiosco, Piscina, Jacuzzi, Casa de juegos infantiles) y tiene acceso al rio y a distintos espacios naturales, propicios para caminatas y recorridos ecológicos.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 11AM - 9PM and check out by 4PM",$577
766,36316411,12 guests,5 bedrooms,9 beds,2 baths,$24,$88,Show all 5 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.825064702841322&2d-73.96836162321017&2m2&1d4.917854408665194&2d-73.8127143747314&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._f81zz3&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=66341,"Translate this description to English
Hermosas cabañas tipo chalet suizo rodeadas de bosques de pinos con vista a las montañas. Un plan ideal de relajación disfrutando de la naturaleza, o para un asado con familia y amigos.
Las casas cuentan con BBQ y zonas comunes incluyen parque infantil, casita de muñecas, cancha de fútbol, ping pong y tejo y caminatas
Read more about the space
Contact host","House rules
Check-in is anytime after 3PM
Read all rules",$110
767,728207,8 guests,4 bedrooms,6 beds,5 baths,$14,$82,Show all 22 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.88152500452929&2d-74.25245483590874&2m2&1d4.974306902224206&2d-74.09682068493663&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._f6zzda&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=111689,"The space
Spectacular estate in Subachoque Cundinamarca. Located 40 minutes from Bogota. Incredible scenery, peace of mind, an excellent encounter with nature. Own home that features living room, large kitchen with dining area integrated auxiliary social, social bathroom, 4 bedrooms each with private bathroom and hot water. Ideal to break the routine and discover a haven of peace.

Easy access to the town very close (Subachoque) where it is very easy to get food and basic necessities. It has areas where you can make barbecues and social gatherings without pertubar anyone.

""Subachoque Chibcha language that means"" Labour Front or Front to Work ""in the Aboriginal peoples inhabited Subachoques and Chingas, which belonged to the Chibcha and Muisca tribes. During the early years of the colony, the Royal Court awarded lands in the valley Subachoque some Spanish settlers, who by the year of 1594 ordered the posting of Subachoques the Municipality today Chingas Tabio and Tenjo the Population. With the transfer of these communities, the Valley was under Subachoque Spanish rule. elapsed fifty years, the descendants of the ancient Aboriginal communities escaped the charge of Subachoque Tabio and returned to work as servants and then give rise to new families mestizo (Spanish with Chibchas Crossing) that would be responsible populating this area. Later, and by the year 1754, Subachoque Valley was inhabited by about 750 people. By this time, the priest Roque Jacinto Zubieta Salgado and ordered to build a chapel in Hacienda Gates was called San Miguel Gate, which started the foundation of what is now the City of Subachoque, on March 16, 1774. located in Subachoque Ecological ride, nature walks, fresh air, peace and quiet, natural green, landscape Riches , People Friendly, Food, Lodging, Organic Farming, beautiful trails, Outdoor Activities and MUCH MORE ........... "" Taken from (URL HIDDEN)
Contact host","House rules
No pets
Check out by 3PM
Self check-in with building staff
Read all rules",$103
768,37746266,8 guests,4 bedrooms,4 beds,5.5 baths,0,$62,Show all 11 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.5247163276065345&2d-74.37483747767271&2m2&1d4.6175463780074635&2d-74.21912255441958&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._ggdnk1&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=47543,Contact host,"House rules
No smoking, parties, or events
Check-in time is 2PM - 7PM and check out by 12PM (noon)
Read all rules",$80
769,32847061,8 guests,4 bedrooms,5 beds,3.5 baths,$14,$51,Show all 14 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.884498186249689&2d-74.14141487118707&2m2&1d4.977279708169873&2d-73.98578135054674&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._eldt55&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=28944,"Translate this description to English
Amplia, acogedora e iluminada casa con techos altos, rodeada de hermosa vegetación. Preciosa vista sobre al valle de Tabio. Inmenso jardín con huerta. Cómodas habitaciones con vista al jardín. Salón con fantástica chimenea para veladas inolvidables. Ideal para descansar y disfrutar del campo y el aire puro.
un lugar único para los amantes de la naturaleza y el silencio, el ciclismo y el senderismo.
Read more about the space
Contact host","House rules
No pets
No parties or events
Check-in time is 11AM - 3PM and check out by 10AM
Read all rules",$64
770,38725546,10 guests,4 bedrooms,6 beds,2 baths,0,$78,Show all 25 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.9142032857312605&2d-74.3505190179182&2m2&1d5.00698057066285&2d-74.19489260448461&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._h57u2v&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=42624,"Translate this description to English
Beautiful and pleasant house in the middle of nature, surrounded by banana palms and coffee plantations. The house has large gardens for rest and relaxation, providing a pleasant tranquility. There is a natural river on the property, where you can take walks and walks.
Preciosa y agradable casa en medio de la naturaleza, rodeada de palmas de plátano y cafetales.
La casa cuenta con amplios jardines para el descanso y relajación, aportando una agradable tranquilidad.
Hay un río natural en la propiedad, donde se puede realizar paseos y caminatas.
Read more about the space
Contact host","House rules
No smoking
Check-in time is flexible and check out by 6PM
Read all rules",$101
771,36391468,8 guests,4 bedrooms,5 beds,2 baths,0,$33,Show all 5 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.65560936560871&2d-74.17238998301616&2m2&1d4.748422156820202&2d-74.01670401066144&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._1l9ids&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=114966,"Translate this description to English
Casa grande 140 m2 ubicado a 5 cuadras de estación trasmilenio la Granja, vecindario lindo y tranquilo muy cerca caminando del centro comercial Titan Plaza, barrio Minuto de Dios. La casa cuenta con 4 habitaciones, 2 baños, sala comedor, cocina y 50 m2 de patio, ideal para familias y grupos grandes que buscan espacio.
Contact host","House rules
No smoking, parties, or events
Check-in is anytime after 3PM
Read all rules",$43
772,27986322,6 guests,5 bedrooms,6 beds,2 baths,$12,$57,Show all 12 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.84290974256321&2d-74.25994481643585&2m2&1d4.935697259262505&2d-74.10430124003705&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._u4qlk8&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=1414,"Casa de campo, ubicada en Subachoque, Cundinamarca.
Dispone de 5 habitaciones, dos baños, cocina, amplio salón - comedor.
Kiosco - estar, con cocina y baño.
Zona rural. Excelente seguridad
Alquiler de transporte opcional.
Servicios (agua, electricidad, gas, chimenea).
Vistas hermosas.
Disfruta de la tranquilidad, el silencio y el canto de los pájaros.
Read more about the space
Contact host","House rules
Check-in time is flexible",$72
773,24120409,14 guests,5 bedrooms,6 beds,5.5 baths,$7,$108,Show all 26 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.447327178487667&2d-73.99334181743757&2m2&1d4.540167005109295&2d-73.83761049536258&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._86ns42&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=109609,"Translate this description to English
Hermosa casa de campo ideal para descansar y relajarse en familia acomodación de grupos grandes y pequeños, con zona de de camping, kiosko de asados, horno y parque infantil, a 5 minutos de piscinas en La Union, a 30 minutos de Termales Choachí
Read more about the space
Contact host","House rules
Check-in is anytime after 10AM and check out by 3PM
Read all rules",$139
774,12103364,12 guests,5 bedrooms,12 beds,3.5 baths,0,$197,Show all 15 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.917175307155313&2d-73.89529854471812&2m2&1d5.009952199743149&2d-73.7396727894095&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._mqdwyj&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=72037,"Translate this description to English
Guatavita ""El Sausalito"" is an exclusive Country House with a panoramic view over Laguna de Tomine. Located between Guatavita and Sesquile. It has 4 comfortable rooms. the main one with private bathroom and balcony over the lagoon. Main room with fireplace, dining room, mezzanine, games room with billiards, BBQ and paddle tennis court.
Guatavita.
""El Sausalito "" es una exclusiva Casa de Campo con vista panorámica sobre Laguna de Tomine.
Read more about the space
Contact host","House rules
Not suitable for infants (under 2 years)
No smoking, parties, or events
Check-in time is 12PM (noon) - 7PM and check out by 3PM
Read all rules",$255
775,34943036,15 guests,5 bedrooms,6 beds,5.5 baths,$35,$282,Show all 34 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.810213732929491&2d-74.17367535904964&2m2&1d4.903005659327011&2d-74.0180243857377&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._qfr561&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=51628,"Amazing rustic farmhouse 60 minutes from Bogotá. This is the perfect get-away from everything you'd imagine! Just 15 minutes to Tenjo, a town where you could get groceries or just to get a glimpse of a beautiful town. The first floor, attached house and hot tub and sauna are specially for your use and delight. The second floor of the main house will be occupied by the owners who will always be up for a chat or anything you need. You must be animal friendly! (2 dogs, 2 cats 2horses).
Read more about the space
Contact host","House rules
No parties or events
Check-in time is flexible and check out by 11AM
Read all rules",$358
776,37876081,8 guests,4 bedrooms,4 beds,3.5 baths,0,$179,Show all 15 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.911242828485365&2d-74.16545309731617&2m2&1d5.00402072469685&2d-74.00982565850978&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._n3zvfq&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=75560,"Translate this description to English
Casa campestre ubicada en Tabio Cundinamraca a 10 mins del marco de la plaza principal del pueblo. Rodeada de amplias zonas verdes con una vista magnifica de los municipios de Tenjo y Subachoque. Decorada con mucho amor, confortable amplia y práctica. Es un placer para mi compartir este espacio que quiero tanto con gente que este dispuesta a disfrutarlo y cuidarlo. Los espero
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 6PM
Read all rules",$231
777,32457159,4 guests,4 bedrooms,4 beds,2 baths,0,$22,Show all 8 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.572325363025487&2d-74.41481985717712&2m2&1d4.665149257101316&2d-74.25911526066278&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._hr9tr5&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=73502,"Translate this description to English
Beautiful colonial farm. Ideal for rest. House fully equipped with four bedrooms, two bathrooms, two floors, dining room, kitchen (utensils, refrigerator). Furniture brought from various parts of the country. Independent house administrator with bathroom and kitchen, two cabins. Fruit trees, coffee, flowers, barbecue kiosk, space for 8 cars or more.
Hermosa finca colonial. Ideal para descanso. Casa Chalet totalmente equipada con cuatro alcobas, dos baños, dos pisos, sala comedor, cocina equipada (utencilios, nevera). Muebles traidos de varias partes del pais. Casa independiente administrador con baño y cocina, dos cabañas. Arboles frutales, cafe, flores, kiosko para asados, espacio para 8 carros o mas.
Contact host","House rules
Not suitable for infants (under 2 years)
No parties or events
Check-in time is 3PM - 8PM
Read all rules",$28
778,35152841,8 guests,4 bedrooms,4 beds,4.5 baths,0,$77,Show all 12 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.578272529847418&2d-74.09076224888457&2m2&1d4.671095583101355&2d-73.93505906278119&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._7hralx&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=38133,"Translate this description to English
Una aventura en las montañas, un lugar mágico en donde puedes descansar, el paisaje es muy bello, puedes hacer caminata ecológica, si prefieres y lo traes puedes hacer ciclomontañismo, respirarás el aire puro de las montañas, a tan solo 45 minutos de Bogota, también se ofrece servicio de vehículo para que puedas llegar a este hermoso lugar, puedes aprovechar del sauna y del turco.
Read more about the space
Contact host","House rules
Check-in is anytime after 11AM and check out by 9AM
Read all rules",$100
779,35823706,8 guests,4 bedrooms,6 beds,5 baths,$70,$203,Show all 28 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.884505321036983&2d-74.07268516565216&2m2&1d4.977286978483151&2d-73.9140584609861&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._iy6ezl&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=21966,"spacious house in club house. surrounded by nature and one of the best golf courses in Colombia. tennis courts, swimming pools, gym and spa
Mountain View
Localized 5 minutes from Jaime Duque Park, 10 minutes from La Cabaña Alpina (Sopo), 20 minutes from the Salt Chapel (Zipaquira), 2.5 Hours from Villa de Leiva town, 15 minutes from fontanar and centro Chia mall
Read more about the space
Contact host","House rules
No smoking, parties, or events
Check-in time is 3PM - 9PM and check out by 11AM
Self check-in with building staff
Read all rules",$250
780,30653821,6 guests,4 bedrooms,4 beds,5 baths,0,$335,Show all 16 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.801291068508152&2d-74.07577934686486&2m2&1d4.894084100380816&2d-73.92012651920749&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._4jtba6&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=37019,"Translate this description to English
600 mtrs Alcove service with bathroom Social Bathroom Room with a wonderful view etc see photos
600 mtrs
Alcoba servicio con baño
Baño social
Sala con una vista maravillosa etc ver fotos
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 12PM (noon) - 2PM",$433
781,34389199,10 guests,4 bedrooms,5 beds,3 baths,$14,$136,Show all 9 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.9320419074240025&2d-74.23501184080851&2m2&1d5.024816967575789&2d-74.07938915926354&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._hauwp7&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=53765,"Translate this description to English
La Finca el Cedro, es una casa de campo acogedora, ideal para descansar y pasar un tiempo en familia y amigos, a una hora de Bogotá y a 10 minutos del Municipio de Subachoque, con una increíble vista que hará la diferencia.
Read more about the space
Contact host","House rules
Check-in is anytime after 9AM and check out by 6PM
Read all rules",$173
782,28438456,10 guests,5 bedrooms,5 beds,5 baths,$30,$101,Show all 30 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.839923893396598&2d-74.3288992236968&2m2&1d4.932711549979959&2d-74.1732554126537&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._um2k32&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=72199,"Translate this description to English
Luxurious country house 50 minutes from Bogotá, in the rural area of El Rosal municipality (7 km). Enjoy a beautiful view surrounded by gardens and mountains in a safe area and ideal for walking, cycling or simply appreciate nature. Have a movie night in the warmth of the fireplace, accompanied by a good glass of wine. In the afternoon relax with a bath in our outdoor whirlpool tub, or if you prefer enjoy a sauna after exercising.
Lujosa casa campestre a 50 minutos de Bogotá, en el área rural del municipio El Rosal (7 km).
Disfrute de una hermosa vista rodeada de jardines y montañas en una zona segura e ideal para caminar, montar en bicicleta o simplemente apreciar la naturaleza.
Read more about the space
Contact host","House rules
No smoking
No pets
Check-in time is 12PM (noon) - 6PM
Read all rules",$125
783,22781699,10 guests,4 bedrooms,6 beds,2 baths,0,$27,Show all 6 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.480080536089785&2d-74.00218591398038&2m2&1d4.5729164295515385&2d-73.84646118946392&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._nwo7mr&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=14678,"Translate this description to English
Finca in Choachi ten minutes from the town by car, temperate climate, green zone, BBQ, amahacas, parabolic, hot water.
Finca en Choachi a diez minutos del pueblo en carro, clima templado, zona verde, BBQ, amahacas, parabólica, agua caliente.
Read more about the space
Contact host","House rules
No pets
No parties or events
Check-in is anytime after 3PM",$35
784,37688220,8 guests,4 bedrooms,4 beds,5 baths,0,$96,Show all 13 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.756704474512421&2d-74.19141831108612&2m2&1d4.849503617816314&2d-74.03575523199572&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._772qpm&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=68364,"Translate this description to English
Cozy country house, located very close to the Majuy mountain, where you will enjoy ample spaces, lots of peace and tranquility in an environment surrounded by nature, ideal for hikers and bike lovers. You can also climb the mountain accompanied by a guide belonging to the Indigenous Guard. We are 25 km from El Dorado Airport and 93 Park, and 30 km from the Center of Bogotá, the Peña de Juaica and the Salt Cathedral of Zipaquirá.
Acogedora casa en conjunto campestre, ubicada muy cerca de la montaña del Majuy, donde disfrutarás de amplíos espacios, mucha paz y tranquilidad en un ambiente rodeado de naturaleza, ideal para amantes de las caminatas y de la bicicleta. También podrás subir la montaña acompañado de un guía perteneciente al Resguardo Indígena.
Estamos a 25 km del Aeropuerto El Dorado y del Parque de la 93, y a 30 km del Centro de Bogotá, la Peña de Juaica y de la Catedral de Sal de Zipaquirá.
Read more about the space
Contact host","House rules
No smoking, parties, or events
Check-in time is 8AM - 9PM and check out by 12PM (noon)
Read all rules",$125
785,27865016,8 guests,4 bedrooms,4 beds,3 baths,0,$111,Show all 28 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.616946624506936&2d-74.08672326640703&2m2&1d4.709764617606622&2d-73.92803443949464&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._aalnkw&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=94068,"Translate this description to English
Mountain house with direct access to river. 20 minutes from the international center of Bogota, restaurants, cinemas, commerce, etc. 45 minutes from the airport. In case of less than 6 guests, the price can be considered.
Casa de montaña con acceso directo a río . A 20 minutos del centro internacional de Bogota, de restaurantes, cines, comercio, etc.
A 45 minutos del Aeropuerto.
En caso de menos de 6 huespedes, el precio se puede considerar.
Contact host","House rules
Not suitable for children (2-12 years) and pets - No hay barreras de seguridad para ninos. Los anfitriones no se hacen responsables de un posible accidente dentro de la propiedad.
No smoking, parties, or events
Check-in time is 11AM - 4PM and check out by 3PM
Read all rules",$143
786,35611889,8 guests,4 bedrooms,5 beds,2 baths,0,$100,Show all 11 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.721029478007194&2d-74.11148113985166&2m2&1d4.813833481696619&2d-73.95580990785652&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._657mwx&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=26645,"Translate this description to English
Country house named Villa Rocio located near the Sports Center of the village of San Jose in the municipality of El Colegio, Cundinamarca, Colombia. Second entrance on the left across the sector known as Martinez Wide green areas. Excellent view at sunrise, sunset and sunset. Contact with flora and fauna. Ample family space, equipped with everything necessary for the enjoyment of an excellent rest. BBQ area Capacity for 4 cars
Casa de campo de nombre Villa Rocio ubicada cerca del Polideportivo de la vereda San Jose del municipio de El Colegio, Cundinamarca, Colombia.
Segunda entrada a mano izquierda cruzando el sector conocido como Martinez
Amplias zonas verdes. Excelente vista en el amanecer, atardecer y anochecer. Contacto con la flora y fauna.
Amplio espacio familiar, dotado con todo lo necesario para el disfrute de un excelente descanso.
Zona de BBQ
Capacidad para 4 automóviles
Read more about the space
Contact host","House rules
Check-in is anytime after 3PM
Read all rules",$130
787,15340195,14 guests,7 bedrooms,7 beds,5 baths,$40,$98,Show all 13 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.593151171518252&2d-74.15513814460303&2m2&1d4.685972349039155&2d-73.99943810489054&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._p6jvew&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=50334,"Translate this description to English
Comfortable and beautiful house with kitchen and many facilities available. Walking distance to National University, supermarkets and public transportation, so you can go anywhere very easy. Places of interest: restaurants and food, family activities and nightlife. You will love my place because of the neighborhood, the light, the comfort of the bed, the kitchen and the cozy space. My accommodation is good for couples, adventurers, business travelers, families (with children) and large groups.
Comfortable and beautiful house with kitchen and many facilities available. Walking distance to Universidad Nacional, supermarkets and public transportation, so you can go anywhere very easy.
Lugares de interés: restaurantes y comida, actividades en familia y vida nocturna. Te va a encantar mi lugar debido a el barrio, la luz, la comodidad de la cama, la cocina y el espacio acogedor. Mi alojamiento es bueno para parejas, aventureros, viajeros de negocios, familias (con hijos) y grupos grandes.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 8AM - 11PM and check out by 1PM
Read all rules",$120
788,27636308,2 guests,4 bedrooms,1 bed,5 baths,0,$45,Show all 7 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.8250825750588815&2d-74.13026988455846&2m2&1d4.917872624579245&2d-73.97462205955657&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._gahxy6&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=124237,"Translate this description to English
Large house, illuminated, finished in wood.
Casa amplia, iluminada, acabados en madera.
Contact host","House rules
Check-in is anytime after 3PM",$58
789,35125073,12 guests,4 bedrooms,9 beds,3 baths,0,$100,Show all 10 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.673451379129759&2d-74.50876647815653&2m2&1d4.76626175245008&2d-74.3530845616192&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._235cbg&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=95849,"Casa de descanso de 5 habitaciones. Piscina comunal para el condominio.
Contact host","House rules
No smoking
Check-in is anytime after 12PM (noon) and check out by 1PM",$130
790,36758377,6 guests,4 bedrooms,5 beds,5 baths,0,$201,Show all 5 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.741844573620207&2d-74.00151380043656&2m2&1d4.83464582474535&2d-73.845847185646&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._w0y78r&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=32894,"Translate this description to English
Casa de 325 m2 en Altos de Potosí:
Lote de 3212 m2
4 habitaciones
5 baños completos
Cuarto de servicio
Altillo en zona de ropas.
Salón de TV. (home theater y computador)
Área de estacionamiento de 98m2, 50m2 techada.
Terraza construida en acero, madera y vidrio templado.
Solárium con techo corredizo.
Contact host","House rules
Check-in time is 3PM - 5PM and check out by 12PM (noon)",$260
791,25858085,4 guests,4 bedrooms,4 beds,2 baths,0,$67,Show all 8 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.976582752652043&2d-74.08315251031507&2m2&1d5.069351282617294&2d-73.92754078263141&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._33dzkm&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=95108,"Translate this description to English
Good lighting, close to supermarkets, parks, shopping centers
Buena iluminación, cercano a supermercados, parques, centros comerciales
Contact host","House rules
Check-in time is 8AM - 9PM",$87
792,10368596,9 guests,4 bedrooms,5 beds,3.5 baths,$35,$117,Show all 10 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.816164077846851&2d-74.18209716673618&2m2&1d4.908955306195672&2d-74.02644736434462&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._ky6gn2&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=27416,"Translate this description to English
The cabin is a haven of peace where you can be in contact with nature. It has 3 bedrooms (two of them with fireplace) each with bathroom, large kitchen that includes wood and conventional oven. The living room has fireplace as well.
La cabaña es un remanso de paz donde podrás estar en contacto con la naturaleza.
Cuenta con 3 habitaciones (dos de ellas con chimenea) cada una con baño, cocina amplia que incluye horno de leña y convencional. La sala cuenta con chimenea también.
Read more about the space
Contact host","House rules
Gracias por cuidar nuestro hogar como si fuera el suyo.
El refugio de los sueños es una casa de no fumadores.
Somos amigos de los animales, por favor recoja los desechos que sus mascotas hagan en el jardín. No permita que sus mascotas se suban a los muebles.
Cerciórese que las chimeneas estén totalmente apagadas antes de ir a dormir.
Los papeles de uso en los baños se deben depositar en las canecas no en el sanitario.
Por favor deje la ropa de cama y toallas sobre la lavadora cuando termine su estadía en la casa.
Los utensilios de cocina déjelos limpios y secos en el lugar donde los encontró.
Depositen las bolsas de la basura en la caneca que está ubicada en el exterior de la casa.
Los artículos reciclables deposítelos en el recipiente correspondiente.
Por favor no disponga de las flores ni las frutas.
Read all rules",$145
793,19490209,15 guests,5 bedrooms,6 beds,5.5 baths,$29,$227,Show all 27 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.670493691108575&2d-74.12612390907515&2m2&1d4.763304783688296&2d-73.97044078603818&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._t62s98&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=33911,"Translate this description to English
Remodelado, 300 metros cuadrados, 2 terrazas, 5 habitaciones, 6 baños, estudio
Read more about the space
Contact host","House rules
Check-in is anytime after 3PM
Read all rules",$289
